"user_id","customer_id","date_key","year_month","total_events","logins","projects_created","tasks_created","feature_interactions","invites_sent","reports_viewed","engagement_score","web_events","ios_events","android_events","plan_tier","country","acquisition_channel"
"11ec1245-5aaa-44af-8aa1-17b88994502c","11ec1245-5aaa-44af-8aa1-17b88994502c",20250501,"2025-05","92","23","9","36","17","1","6","1.54","59","18","15","pro","KE","product_hunt"
"11ec1245-5aaa-44af-8aa1-17b88994502c","11ec1245-5aaa-44af-8aa1-17b88994502c",20250601,"2025-06","119","29","11","46","26","1","6","1.57","77","22","20","pro","KE","product_hunt"
"11f8f909-f1e9-45dd-bae0-ef3529c2e02e","11f8f909-f1e9-45dd-bae0-ef3529c2e02e",20250201,"2025-02","19","6","1","5","4","0","0","1.29","15","2","2","starter","KE","google_ads"
"11f8f909-f1e9-45dd-bae0-ef3529c2e02e","11f8f909-f1e9-45dd-bae0-ef3529c2e02e",20250301,"2025-03","26","8","2","9","6","0","1","1.52","20","3","3","starter","KE","google_ads"
"11f8f909-f1e9-45dd-bae0-ef3529c2e02e","11f8f909-f1e9-45dd-bae0-ef3529c2e02e",20250401,"2025-04","13","5","1","5","2","0","0","1.50","10","1","2","starter","KE","google_ads"
"11f8f909-f1e9-45dd-bae0-ef3529c2e02e","11f8f909-f1e9-45dd-bae0-ef3529c2e02e",20250501,"2025-05","17","0","1","7","8","0","1","1.74","12","5","0","starter","KE","google_ads"
"11f8f909-f1e9-45dd-bae0-ef3529c2e02e","11f8f909-f1e9-45dd-bae0-ef3529c2e02e",20250601,"2025-06","20","6","0","10","4","0","0","1.45","11","5","4","starter","KE","google_ads"
"12882739-54b3-4611-904d-80fba15d9b2a","12882739-54b3-4611-904d-80fba15d9b2a",20250401,"2025-04","18","3","2","3","7","0","0","1.53","11","4","3","starter","IN","organic_search"
"12882739-54b3-4611-904d-80fba15d9b2a","12882739-54b3-4611-904d-80fba15d9b2a",20250501,"2025-05","18","5","2","7","3","0","1","1.53","14","2","2","starter","IN","organic_search"
"12882739-54b3-4611-904d-80fba15d9b2a","12882739-54b3-4611-904d-80fba15d9b2a",20250601,"2025-06","19","6","2","8","3","0","0","1.58","15","3","1","starter","IN","organic_search"
"12f93db1-cee7-409f-af8b-c0fd7e89db3c","12f93db1-cee7-409f-af8b-c0fd7e89db3c",20240501,"2024-05","68","15","2","29","14","3","2","1.54","50","11","7","pro","ZA","google_ads"
"12f93db1-cee7-409f-af8b-c0fd7e89db3c","12f93db1-cee7-409f-af8b-c0fd7e89db3c",20240601,"2024-06","105","31","10","37","19","2","6","1.55","60","26","19","pro","ZA","google_ads"
"12f93db1-cee7-409f-af8b-c0fd7e89db3c","12f93db1-cee7-409f-af8b-c0fd7e89db3c",20240701,"2024-07","104","31","7","31","28","2","5","1.56","71","18","15","pro","ZA","google_ads"
"12f93db1-cee7-409f-af8b-c0fd7e89db3c","12f93db1-cee7-409f-af8b-c0fd7e89db3c",20240801,"2024-08","90","19","10","35","21","2","3","1.68","59","20","11","pro","ZA","google_ads"
"12f93db1-cee7-409f-af8b-c0fd7e89db3c","12f93db1-cee7-409f-af8b-c0fd7e89db3c",20240901,"2024-09","90","26","15","28","16","3","2","1.74","62","15","13","pro","ZA","google_ads"
"12f93db1-cee7-409f-af8b-c0fd7e89db3c","12f93db1-cee7-409f-af8b-c0fd7e89db3c",20241001,"2024-10","81","24","8","27","15","2","5","1.56","51","16","14","pro","ZA","google_ads"
"12f93db1-cee7-409f-af8b-c0fd7e89db3c","12f93db1-cee7-409f-af8b-c0fd7e89db3c",20241101,"2024-11","75","19","4","29","13","3","7","1.50","51","17","7","pro","ZA","google_ads"
"12f93db1-cee7-409f-af8b-c0fd7e89db3c","12f93db1-cee7-409f-af8b-c0fd7e89db3c",20241201,"2024-12","91","24","12","39","10","2","4","1.61","47","32","12","pro","ZA","google_ads"
"12f93db1-cee7-409f-af8b-c0fd7e89db3c","12f93db1-cee7-409f-af8b-c0fd7e89db3c",20250101,"2025-01","75","30","7","6","24","2","6","1.55","49","17","9","pro","ZA","google_ads"
"12f93db1-cee7-409f-af8b-c0fd7e89db3c","12f93db1-cee7-409f-af8b-c0fd7e89db3c",20250201,"2025-02","100","15","6","49","19","4","7","1.61","63","20","17","pro","ZA","google_ads"
"12f93db1-cee7-409f-af8b-c0fd7e89db3c","12f93db1-cee7-409f-af8b-c0fd7e89db3c",20250301,"2025-03","46","11","4","13","9","2","7","1.49","32","10","4","pro","ZA","google_ads"
"12f93db1-cee7-409f-af8b-c0fd7e89db3c","12f93db1-cee7-409f-af8b-c0fd7e89db3c",20250401,"2025-04","95","29","7","47","6","3","3","1.52","59","24","12","pro","ZA","google_ads"
"12f93db1-cee7-409f-af8b-c0fd7e89db3c","12f93db1-cee7-409f-af8b-c0fd7e89db3c",20250501,"2025-05","86","22","12","14","27","2","9","1.64","59","15","12","pro","ZA","google_ads"
"12f93db1-cee7-409f-af8b-c0fd7e89db3c","12f93db1-cee7-409f-af8b-c0fd7e89db3c",20250601,"2025-06","93","31","9","36","9","2","6","1.48","54","23","16","pro","ZA","google_ads"
"14da8877-123b-4d45-b38d-a6f23c705477","14da8877-123b-4d45-b38d-a6f23c705477",20240701,"2024-07","18","6","0","7","2","0","0","1.14","14","2","2","starter","US","google_ads"
"14da8877-123b-4d45-b38d-a6f23c705477","14da8877-123b-4d45-b38d-a6f23c705477",20240801,"2024-08","12","1","2","5","4","0","0","1.88","5","4","3","starter","US","google_ads"
"14da8877-123b-4d45-b38d-a6f23c705477","14da8877-123b-4d45-b38d-a6f23c705477",20240901,"2024-09","24","6","3","10","5","0","0","1.67","13","6","5","starter","US","google_ads"
"14da8877-123b-4d45-b38d-a6f23c705477","14da8877-123b-4d45-b38d-a6f23c705477",20241001,"2024-10","20","9","0","6","4","0","1","1.30","10","9","1","starter","US","google_ads"
"14da8877-123b-4d45-b38d-a6f23c705477","14da8877-123b-4d45-b38d-a6f23c705477",20241101,"2024-11","24","4","2","11","6","0","1","1.60","17","6","1","starter","US","google_ads"
"14da8877-123b-4d45-b38d-a6f23c705477","14da8877-123b-4d45-b38d-a6f23c705477",20241201,"2024-12","15","6","2","4","2","0","1","1.47","6","6","3","starter","US","google_ads"
"14da8877-123b-4d45-b38d-a6f23c705477","14da8877-123b-4d45-b38d-a6f23c705477",20250101,"2025-01","17","8","1","7","1","0","0","1.38","10","5","2","starter","US","google_ads"
"14da8877-123b-4d45-b38d-a6f23c705477","14da8877-123b-4d45-b38d-a6f23c705477",20250201,"2025-02","16","3","1","11","1","0","0","1.53","11","3","2","starter","US","google_ads"
"14da8877-123b-4d45-b38d-a6f23c705477","14da8877-123b-4d45-b38d-a6f23c705477",20250301,"2025-03","19","6","1","7","4","0","1","1.45","13","3","3","starter","US","google_ads"
"14da8877-123b-4d45-b38d-a6f23c705477","14da8877-123b-4d45-b38d-a6f23c705477",20250401,"2025-04","15","4","2","7","2","0","0","1.63","13","2","0","starter","US","google_ads"
"14da8877-123b-4d45-b38d-a6f23c705477","14da8877-123b-4d45-b38d-a6f23c705477",20250501,"2025-05","17","4","0","5","7","0","1","1.50","11","3","3","starter","US","google_ads"
"14da8877-123b-4d45-b38d-a6f23c705477","14da8877-123b-4d45-b38d-a6f23c705477",20250601,"2025-06","21","7","1","9","3","0","1","1.40","12","5","4","starter","US","google_ads"
"153c838d-fd67-454a-8e80-ac714d2e0a41","153c838d-fd67-454a-8e80-ac714d2e0a41",20240301,"2024-03","110","25","4","48","19","4","7","1.48","67","24","19","pro","GH","referral"
"153c838d-fd67-454a-8e80-ac714d2e0a41","153c838d-fd67-454a-8e80-ac714d2e0a41",20240401,"2024-04","81","26","6","32","7","3","7","1.46","51","22","8","pro","GH","referral"
"153c838d-fd67-454a-8e80-ac714d2e0a41","153c838d-fd67-454a-8e80-ac714d2e0a41",20240501,"2024-05","89","27","11","18","25","2","6","1.63","62","16","11","pro","GH","referral"
"153c838d-fd67-454a-8e80-ac714d2e0a41","153c838d-fd67-454a-8e80-ac714d2e0a41",20240601,"2024-06","99","26","5","34","24","5","5","1.62","64","21","14","pro","GH","referral"
"153c838d-fd67-454a-8e80-ac714d2e0a41","153c838d-fd67-454a-8e80-ac714d2e0a41",20240701,"2024-07","81","24","12","27","12","3","3","1.69","48","16","17","pro","GH","referral"
"153c838d-fd67-454a-8e80-ac714d2e0a41","153c838d-fd67-454a-8e80-ac714d2e0a41",20240801,"2024-08","85","22","5","30","20","2","6","1.53","52","19","14","pro","GH","referral"
"153c838d-fd67-454a-8e80-ac714d2e0a41","153c838d-fd67-454a-8e80-ac714d2e0a41",20240901,"2024-09","72","31","9","18","6","4","4","1.57","51","12","9","pro","GH","referral"
"153c838d-fd67-454a-8e80-ac714d2e0a41","153c838d-fd67-454a-8e80-ac714d2e0a41",20241001,"2024-10","94","13","10","38","23","3","7","1.68","56","21","17","pro","GH","referral"
"153c838d-fd67-454a-8e80-ac714d2e0a41","153c838d-fd67-454a-8e80-ac714d2e0a41",20241101,"2024-11","89","14","8","37","24","4","2","1.77","66","12","11","pro","GH","referral"
"153c838d-fd67-454a-8e80-ac714d2e0a41","153c838d-fd67-454a-8e80-ac714d2e0a41",20241201,"2024-12","101","27","7","43","16","3","5","1.55","69","16","16","pro","GH","referral"
"153c838d-fd67-454a-8e80-ac714d2e0a41","153c838d-fd67-454a-8e80-ac714d2e0a41",20250101,"2025-01","99","18","11","38","24","4","4","1.74","58","23","18","pro","GH","referral"
"153c838d-fd67-454a-8e80-ac714d2e0a41","153c838d-fd67-454a-8e80-ac714d2e0a41",20250201,"2025-02","113","34","10","38","22","2","7","1.53","77","21","15","pro","GH","referral"
"153c838d-fd67-454a-8e80-ac714d2e0a41","153c838d-fd67-454a-8e80-ac714d2e0a41",20250301,"2025-03","99","24","7","37","24","2","5","1.58","70","22","7","pro","GH","referral"
"153c838d-fd67-454a-8e80-ac714d2e0a41","153c838d-fd67-454a-8e80-ac714d2e0a41",20250401,"2025-04","79","19","10","30","13","4","3","1.72","61","9","9","pro","GH","referral"
"153c838d-fd67-454a-8e80-ac714d2e0a41","153c838d-fd67-454a-8e80-ac714d2e0a41",20250501,"2025-05","121","28","11","63","13","3","3","1.60","74","27","20","pro","GH","referral"
"153c838d-fd67-454a-8e80-ac714d2e0a41","153c838d-fd67-454a-8e80-ac714d2e0a41",20250601,"2025-06","83","17","5","34","20","3","4","1.63","51","15","17","pro","GH","referral"
"1565357c-7018-411a-9cb9-f49e22584bac","1565357c-7018-411a-9cb9-f49e22584bac",20240401,"2024-04","56","11","6","12","16","3","5","1.63","35","11","10","pro","NG","referral"
"1565357c-7018-411a-9cb9-f49e22584bac","1565357c-7018-411a-9cb9-f49e22584bac",20240501,"2024-05","97","26","9","22","33","1","6","1.61","62","21","14","pro","NG","referral"
"1565357c-7018-411a-9cb9-f49e22584bac","1565357c-7018-411a-9cb9-f49e22584bac",20240601,"2024-06","65","7","6","24","20","2","6","1.68","44","14","7","pro","NG","referral"
"1565357c-7018-411a-9cb9-f49e22584bac","1565357c-7018-411a-9cb9-f49e22584bac",20240701,"2024-07","70","0","3","49","12","1","5","1.58","45","14","11","pro","NG","referral"
"1565357c-7018-411a-9cb9-f49e22584bac","1565357c-7018-411a-9cb9-f49e22584bac",20240801,"2024-08","65","18","5","22","16","2","2","1.63","37","13","15","pro","NG","referral"
"1565357c-7018-411a-9cb9-f49e22584bac","1565357c-7018-411a-9cb9-f49e22584bac",20240901,"2024-09","111","32","5","53","17","2","2","1.52","75","24","12","pro","NG","referral"
"1565357c-7018-411a-9cb9-f49e22584bac","1565357c-7018-411a-9cb9-f49e22584bac",20241001,"2024-10","111","28","8","53","12","4","6","1.55","73","21","17","pro","NG","referral"
"1565357c-7018-411a-9cb9-f49e22584bac","1565357c-7018-411a-9cb9-f49e22584bac",20241101,"2024-11","101","28","5","28","34","3","3","1.63","63","20","18","pro","NG","referral"
"1565357c-7018-411a-9cb9-f49e22584bac","1565357c-7018-411a-9cb9-f49e22584bac",20241201,"2024-12","82","30","8","13","25","0","6","1.51","52","18","12","pro","NG","referral"
"1565357c-7018-411a-9cb9-f49e22584bac","1565357c-7018-411a-9cb9-f49e22584bac",20250101,"2025-01","68","31","5","4","14","4","10","1.41","46","10","12","pro","NG","referral"
"1565357c-7018-411a-9cb9-f49e22584bac","1565357c-7018-411a-9cb9-f49e22584bac",20250201,"2025-02","96","27","8","27","23","1","10","1.47","69","15","12","pro","NG","referral"
"1565357c-7018-411a-9cb9-f49e22584bac","1565357c-7018-411a-9cb9-f49e22584bac",20250301,"2025-03","86","13","6","38","17","3","9","1.56","58","10","18","pro","NG","referral"
"1565357c-7018-411a-9cb9-f49e22584bac","1565357c-7018-411a-9cb9-f49e22584bac",20250401,"2025-04","82","18","7","31","17","2","7","1.55","54","17","11","pro","NG","referral"
"1565357c-7018-411a-9cb9-f49e22584bac","1565357c-7018-411a-9cb9-f49e22584bac",20250501,"2025-05","73","16","1","34","15","2","5","1.48","53","12","8","pro","NG","referral"
"1565357c-7018-411a-9cb9-f49e22584bac","1565357c-7018-411a-9cb9-f49e22584bac",20250601,"2025-06","103","28","5","44","20","3","3","1.56","74","16","13","pro","NG","referral"
"159ac321-0ec2-4047-a620-6899ec87b231","159ac321-0ec2-4047-a620-6899ec87b231",20250101,"2025-01","21","5","2","6","4","0","1","1.33","15","3","3","starter","US","organic_search"
"159ac321-0ec2-4047-a620-6899ec87b231","159ac321-0ec2-4047-a620-6899ec87b231",20250201,"2025-02","18","7","2","8","1","0","0","1.50","14","2","2","starter","US","organic_search"
"159ac321-0ec2-4047-a620-6899ec87b231","159ac321-0ec2-4047-a620-6899ec87b231",20250301,"2025-03","20","6","2","9","2","0","1","1.48","14","4","2","starter","US","organic_search"
"159ac321-0ec2-4047-a620-6899ec87b231","159ac321-0ec2-4047-a620-6899ec87b231",20250401,"2025-04","17","7","2","6","2","0","0","1.53","5","6","6","starter","US","organic_search"
"159ac321-0ec2-4047-a620-6899ec87b231","159ac321-0ec2-4047-a620-6899ec87b231",20250501,"2025-05","18","9","2","4","3","0","0","1.50","13","4","1","starter","US","organic_search"
"159ac321-0ec2-4047-a620-6899ec87b231","159ac321-0ec2-4047-a620-6899ec87b231",20250601,"2025-06","16","7","0","7","2","0","0","1.34","12","3","1","starter","US","organic_search"
"15ae9e68-dfe8-4c9a-96f3-bcca8cb9d615","15ae9e68-dfe8-4c9a-96f3-bcca8cb9d615",20240501,"2024-05","96","42","6","17","23","1","4","1.41","61","19","16","pro","CA","organic_search"
"15ae9e68-dfe8-4c9a-96f3-bcca8cb9d615","15ae9e68-dfe8-4c9a-96f3-bcca8cb9d615",20240601,"2024-06","95","13","5","44","25","2","6","1.60","65","19","11","pro","CA","organic_search"
"15ae9e68-dfe8-4c9a-96f3-bcca8cb9d615","15ae9e68-dfe8-4c9a-96f3-bcca8cb9d615",20240701,"2024-07","82","20","5","38","13","4","2","1.63","54","15","13","pro","CA","organic_search"
"15ae9e68-dfe8-4c9a-96f3-bcca8cb9d615","15ae9e68-dfe8-4c9a-96f3-bcca8cb9d615",20240801,"2024-08","87","24","7","30","17","2","7","1.52","59","20","8","pro","CA","organic_search"
"15ae9e68-dfe8-4c9a-96f3-bcca8cb9d615","15ae9e68-dfe8-4c9a-96f3-bcca8cb9d615",20240901,"2024-09","106","25","4","37","30","2","8","1.51","63","24","19","pro","CA","organic_search"
"15ae9e68-dfe8-4c9a-96f3-bcca8cb9d615","15ae9e68-dfe8-4c9a-96f3-bcca8cb9d615",20241001,"2024-10","88","6","8","39","26","4","5","1.78","53","22","13","pro","CA","organic_search"
"15ae9e68-dfe8-4c9a-96f3-bcca8cb9d615","15ae9e68-dfe8-4c9a-96f3-bcca8cb9d615",20241101,"2024-11","79","22","3","29","15","4","6","1.53","54","11","14","pro","CA","organic_search"
"15ae9e68-dfe8-4c9a-96f3-bcca8cb9d615","15ae9e68-dfe8-4c9a-96f3-bcca8cb9d615",20241201,"2024-12","81","23","9","30","10","3","6","1.57","49","18","14","pro","CA","organic_search"
"15ae9e68-dfe8-4c9a-96f3-bcca8cb9d615","15ae9e68-dfe8-4c9a-96f3-bcca8cb9d615",20250101,"2025-01","69","9","8","20","21","3","8","1.70","43","15","11","pro","CA","organic_search"
"15ae9e68-dfe8-4c9a-96f3-bcca8cb9d615","15ae9e68-dfe8-4c9a-96f3-bcca8cb9d615",20250201,"2025-02","91","28","3","30","24","0","6","1.43","57","22","12","pro","CA","organic_search"
"15ae9e68-dfe8-4c9a-96f3-bcca8cb9d615","15ae9e68-dfe8-4c9a-96f3-bcca8cb9d615",20250301,"2025-03","107","30","3","51","14","3","6","1.45","71","21","15","pro","CA","organic_search"
"15ae9e68-dfe8-4c9a-96f3-bcca8cb9d615","15ae9e68-dfe8-4c9a-96f3-bcca8cb9d615",20250401,"2025-04","99","16","7","42","22","5","7","1.66","71","20","8","pro","CA","organic_search"
"15ae9e68-dfe8-4c9a-96f3-bcca8cb9d615","15ae9e68-dfe8-4c9a-96f3-bcca8cb9d615",20250501,"2025-05","87","26","6","26","23","2","4","1.57","61","10","16","pro","CA","organic_search"
"15ae9e68-dfe8-4c9a-96f3-bcca8cb9d615","15ae9e68-dfe8-4c9a-96f3-bcca8cb9d615",20250601,"2025-06","98","28","9","36","21","1","3","1.58","64","16","18","pro","CA","organic_search"
"16ec1a25-1785-462c-bafd-4b223c8fb56b","16ec1a25-1785-462c-bafd-4b223c8fb56b",20240301,"2024-03","105","18","8","52","16","3","5","1.56","72","22","11","pro","NG","google_ads"
"16ec1a25-1785-462c-bafd-4b223c8fb56b","16ec1a25-1785-462c-bafd-4b223c8fb56b",20240401,"2024-04","102","18","12","54","10","3","4","1.64","62","25","15","pro","NG","google_ads"
"17a6af28-e71b-4a20-8ed1-3b691e41d988","17a6af28-e71b-4a20-8ed1-3b691e41d988",20240301,"2024-03","220","45","0","108","40","11","13","1.50","137","47","36","business","NG","google_ads"
"17a6af28-e71b-4a20-8ed1-3b691e41d988","17a6af28-e71b-4a20-8ed1-3b691e41d988",20240401,"2024-04","272","78","14","123","40","7","10","1.52","177","53","42","business","NG","google_ads"
"17a6af28-e71b-4a20-8ed1-3b691e41d988","17a6af28-e71b-4a20-8ed1-3b691e41d988",20240501,"2024-05","226","46","19","88","41","8","24","1.54","163","37","26","business","NG","google_ads"
"17a6af28-e71b-4a20-8ed1-3b691e41d988","17a6af28-e71b-4a20-8ed1-3b691e41d988",20240601,"2024-06","166","65","17","56","0","6","22","1.35","109","36","21","business","NG","google_ads"
"17a6af28-e71b-4a20-8ed1-3b691e41d988","17a6af28-e71b-4a20-8ed1-3b691e41d988",20240701,"2024-07","182","45","15","65","38","6","13","1.58","110","42","30","business","NG","google_ads"
"17a6af28-e71b-4a20-8ed1-3b691e41d988","17a6af28-e71b-4a20-8ed1-3b691e41d988",20240801,"2024-08","235","63","25","91","37","5","14","1.57","145","53","37","business","NG","google_ads"
"17a6af28-e71b-4a20-8ed1-3b691e41d988","17a6af28-e71b-4a20-8ed1-3b691e41d988",20240901,"2024-09","239","46","10","121","35","6","21","1.47","158","45","36","business","NG","google_ads"
"17a6af28-e71b-4a20-8ed1-3b691e41d988","17a6af28-e71b-4a20-8ed1-3b691e41d988",20241001,"2024-10","257","71","5","109","37","11","24","1.43","173","53","31","business","NG","google_ads"
"17a6af28-e71b-4a20-8ed1-3b691e41d988","17a6af28-e71b-4a20-8ed1-3b691e41d988",20241101,"2024-11","294","83","14","123","49","7","18","1.48","190","61","43","business","NG","google_ads"
"17a6af28-e71b-4a20-8ed1-3b691e41d988","17a6af28-e71b-4a20-8ed1-3b691e41d988",20241201,"2024-12","210","34","16","107","21","9","23","1.53","134","40","36","business","NG","google_ads"
"17a6af28-e71b-4a20-8ed1-3b691e41d988","17a6af28-e71b-4a20-8ed1-3b691e41d988",20250101,"2025-01","219","40","6","105","51","4","13","1.52","140","50","29","business","NG","google_ads"
"17a6af28-e71b-4a20-8ed1-3b691e41d988","17a6af28-e71b-4a20-8ed1-3b691e41d988",20250201,"2025-02","243","34","20","115","45","10","19","1.63","147","53","43","business","NG","google_ads"
"17a6af28-e71b-4a20-8ed1-3b691e41d988","17a6af28-e71b-4a20-8ed1-3b691e41d988",20250301,"2025-03","187","51","15","78","25","4","14","1.49","125","29","33","business","NG","google_ads"
"17a6af28-e71b-4a20-8ed1-3b691e41d988","17a6af28-e71b-4a20-8ed1-3b691e41d988",20250401,"2025-04","138","41","26","7","42","10","12","1.84","87","33","18","business","NG","google_ads"
"17a6af28-e71b-4a20-8ed1-3b691e41d988","17a6af28-e71b-4a20-8ed1-3b691e41d988",20250501,"2025-05","201","60","18","65","43","7","8","1.62","135","44","22","business","NG","google_ads"
"17a6af28-e71b-4a20-8ed1-3b691e41d988","17a6af28-e71b-4a20-8ed1-3b691e41d988",20250601,"2025-06","172","30","19","60","42","4","17","1.61","107","33","32","business","NG","google_ads"
"18578563-0955-478c-bce4-1a726d6fa0f6","18578563-0955-478c-bce4-1a726d6fa0f6",20240901,"2024-09","116","10","3","61","28","4","7","1.57","77","24","15","pro","NG","product_hunt"
"18578563-0955-478c-bce4-1a726d6fa0f6","18578563-0955-478c-bce4-1a726d6fa0f6",20241001,"2024-10","89","30","10","34","10","3","2","1.61","61","18","10","pro","NG","product_hunt"
"18578563-0955-478c-bce4-1a726d6fa0f6","18578563-0955-478c-bce4-1a726d6fa0f6",20241101,"2024-11","86","27","8","28","15","2","6","1.52","51","13","22","pro","NG","product_hunt"
"18578563-0955-478c-bce4-1a726d6fa0f6","18578563-0955-478c-bce4-1a726d6fa0f6",20241201,"2024-12","97","25","8","33","21","2","8","1.53","66","15","16","pro","NG","product_hunt"
"18578563-0955-478c-bce4-1a726d6fa0f6","18578563-0955-478c-bce4-1a726d6fa0f6",20250101,"2025-01","99","32","9","28","20","3","7","1.55","69","20","10","pro","NG","product_hunt"
"18578563-0955-478c-bce4-1a726d6fa0f6","18578563-0955-478c-bce4-1a726d6fa0f6",20250201,"2025-02","73","8","3","34","19","4","4","1.67","48","16","9","pro","NG","product_hunt"
"188ad4e4-8934-4776-9832-8b1f0e3907b3","188ad4e4-8934-4776-9832-8b1f0e3907b3",20240101,"2024-01","87","19","6","45","9","0","5","1.41","61","15","11","pro","ZA","organic_search"
"188ad4e4-8934-4776-9832-8b1f0e3907b3","188ad4e4-8934-4776-9832-8b1f0e3907b3",20240201,"2024-02","88","19","10","55","2","2","0","1.63","65","9","14","pro","ZA","organic_search"
"188ad4e4-8934-4776-9832-8b1f0e3907b3","188ad4e4-8934-4776-9832-8b1f0e3907b3",20240301,"2024-03","91","30","6","29","18","2","6","1.49","62","16","13","pro","ZA","organic_search"
"188ad4e4-8934-4776-9832-8b1f0e3907b3","188ad4e4-8934-4776-9832-8b1f0e3907b3",20240401,"2024-04","69","13","6","17","27","3","3","1.78","44","14","11","pro","ZA","organic_search"
"188ad4e4-8934-4776-9832-8b1f0e3907b3","188ad4e4-8934-4776-9832-8b1f0e3907b3",20240501,"2024-05","77","13","9","40","7","2","6","1.58","53","11","13","pro","ZA","organic_search"
"188ad4e4-8934-4776-9832-8b1f0e3907b3","188ad4e4-8934-4776-9832-8b1f0e3907b3",20240601,"2024-06","130","17","9","66","28","0","10","1.53","82","32","16","pro","ZA","organic_search"
"188ad4e4-8934-4776-9832-8b1f0e3907b3","188ad4e4-8934-4776-9832-8b1f0e3907b3",20240701,"2024-07","107","28","6","55","9","3","6","1.48","71","25","11","pro","ZA","organic_search"
"188ad4e4-8934-4776-9832-8b1f0e3907b3","188ad4e4-8934-4776-9832-8b1f0e3907b3",20240801,"2024-08","107","29","5","42","20","3","8","1.49","68","21","18","pro","ZA","organic_search"
"188ad4e4-8934-4776-9832-8b1f0e3907b3","188ad4e4-8934-4776-9832-8b1f0e3907b3",20240901,"2024-09","121","21","9","55","24","3","9","1.57","70","24","27","pro","ZA","organic_search"
"188ad4e4-8934-4776-9832-8b1f0e3907b3","188ad4e4-8934-4776-9832-8b1f0e3907b3",20241001,"2024-10","115","31","7","43","25","2","7","1.52","77","23","15","pro","ZA","organic_search"
"188ad4e4-8934-4776-9832-8b1f0e3907b3","188ad4e4-8934-4776-9832-8b1f0e3907b3",20241101,"2024-11","90","22","11","26","21","3","7","1.64","56","22","12","pro","ZA","organic_search"
"188ad4e4-8934-4776-9832-8b1f0e3907b3","188ad4e4-8934-4776-9832-8b1f0e3907b3",20241201,"2024-12","65","20","11","18","13","3","0","1.82","40","12","13","pro","ZA","organic_search"
"188ad4e4-8934-4776-9832-8b1f0e3907b3","188ad4e4-8934-4776-9832-8b1f0e3907b3",20250101,"2025-01","95","24","8","44","10","3","6","1.54","67","16","12","pro","ZA","organic_search"
"188ad4e4-8934-4776-9832-8b1f0e3907b3","188ad4e4-8934-4776-9832-8b1f0e3907b3",20250201,"2025-02","83","27","9","22","20","1","4","1.58","46","24","13","pro","ZA","organic_search"
"188ad4e4-8934-4776-9832-8b1f0e3907b3","188ad4e4-8934-4776-9832-8b1f0e3907b3",20250301,"2025-03","125","30","9","49","26","3","8","1.56","94","17","14","pro","ZA","organic_search"
"188ad4e4-8934-4776-9832-8b1f0e3907b3","188ad4e4-8934-4776-9832-8b1f0e3907b3",20250401,"2025-04","84","12","11","41","14","3","3","1.74","53","17","14","pro","ZA","organic_search"
"188ad4e4-8934-4776-9832-8b1f0e3907b3","188ad4e4-8934-4776-9832-8b1f0e3907b3",20250501,"2025-05","108","30","8","47","13","1","9","1.43","58","29","21","pro","ZA","organic_search"
"188ad4e4-8934-4776-9832-8b1f0e3907b3","188ad4e4-8934-4776-9832-8b1f0e3907b3",20250601,"2025-06","87","20","8","21","27","3","8","1.63","50","19","18","pro","ZA","organic_search"
"18f6db41-7ad5-446b-b4d6-e93ea1ea0cbf","18f6db41-7ad5-446b-b4d6-e93ea1ea0cbf",20250301,"2025-03","24","5","1","11","4","0","0","1.35","15","9","0","starter","GH","linkedin_ads"
"18f6db41-7ad5-446b-b4d6-e93ea1ea0cbf","18f6db41-7ad5-446b-b4d6-e93ea1ea0cbf",20250401,"2025-04","17","5","2","7","2","0","1","1.50","11","4","2","starter","GH","linkedin_ads"
"18f6db41-7ad5-446b-b4d6-e93ea1ea0cbf","18f6db41-7ad5-446b-b4d6-e93ea1ea0cbf",20250501,"2025-05","18","5","2","5","6","0","0","1.69","12","3","3","starter","GH","linkedin_ads"
"18f6db41-7ad5-446b-b4d6-e93ea1ea0cbf","18f6db41-7ad5-446b-b4d6-e93ea1ea0cbf",20250601,"2025-06","10","5","1","3","1","0","0","1.45","5","4","1","starter","GH","linkedin_ads"
"19811276-d72d-4454-b52b-2598d7059b5f","19811276-d72d-4454-b52b-2598d7059b5f",20250201,"2025-02","109","27","9","47","14","3","6","1.51","72","23","14","pro","US","google_ads"
"19811276-d72d-4454-b52b-2598d7059b5f","19811276-d72d-4454-b52b-2598d7059b5f",20250301,"2025-03","65","10","5","18","25","3","4","1.75","37","21","7","pro","US","google_ads"
"19811276-d72d-4454-b52b-2598d7059b5f","19811276-d72d-4454-b52b-2598d7059b5f",20250401,"2025-04","83","15","4","41","13","2","8","1.48","59","16","8","pro","US","google_ads"
"19811276-d72d-4454-b52b-2598d7059b5f","19811276-d72d-4454-b52b-2598d7059b5f",20250501,"2025-05","85","21","11","26","18","3","6","1.66","54","13","18","pro","US","google_ads"
"19811276-d72d-4454-b52b-2598d7059b5f","19811276-d72d-4454-b52b-2598d7059b5f",20250601,"2025-06","106","29","9","40","20","0","8","1.47","76","20","10","pro","US","google_ads"
"19f7e7fc-0633-4f1b-8f70-da67a5069047","19f7e7fc-0633-4f1b-8f70-da67a5069047",20240601,"2024-06","224","38","14","102","48","12","7","1.68","142","46","36","business","CA","product_hunt"
