"subscription_id","customer_id","stripe_customer_id","plan_price_id","plan_tier","date_key","year_month","plan_name","billing_interval","price_usd","mrr_contribution","status","trial_start_date","trial_end_date","current_period_start","current_period_end","churn_date","is_active","is_churned","is_in_trial","days_as_customer","acquisition_channel","acquisition_channel_type","is_paid_acquisition","country","signup_plan_tier"
"sub_k1irbsss7kn18b","728324e1-e8a9-4a58-a87d-1b5be134590a","cus_3d6357oonncild","price_pro_monthly","pro",20240526,"2024-05","TaskFlow Pro","month","25.0000000000000000","25.0000000000000000","active","2024-05-25 09:36:56+01","2024-06-08 20:20:06+01","2024-05-26 00:56:46+01","2025-06-30 07:27:33+01","",1,"","",742,"google_ads","Paid",1,"NG","pro"
"sub_fkrig7jvdikdts","5612be77-7e9b-4991-8112-f2678452171c","cus_31qw6ahf7vp1ie","price_business_monthly","business",20250209,"2025-02","TaskFlow Business","month","79.0000000000000000","79.0000000000000000","active","2025-02-09 18:51:12+01","2025-02-23 01:31:53+01","2025-02-09 06:01:38+01","2025-06-30 02:57:34+01","",1,"","",483,"google_ads","Paid",1,"NG","business"
"sub_nk8pqeq7z7e5rd","7456a183-4e68-42d2-92cf-300aac1b35a5","cus_twuzkamugysm8t","price_business_monthly","business",20250210,"2025-02","TaskFlow Business","month","79.0000000000000000","79.0000000000000000","active","2025-02-10 03:47:50+01","2025-02-24 08:46:04+01","2025-02-10 05:17:46+01","2025-06-30 22:07:22+01","",1,"","",482,"organic_search","Organic","","NG","business"
"sub_sjws1zl7p72l4x","253ceff3-2319-46bb-a051-a3f99b521d31","cus_0mcixdu1emmx3y","price_starter_monthly","starter",20240718,"2024-07","TaskFlow Starter","month","9.0000000000000000","9.0000000000000000","active","2024-07-18 05:37:24+01","2024-08-01 08:43:12+01","2024-07-18 21:02:40+01","2025-06-30 21:00:15+01","",1,"","",688,"referral","Organic","","NG","starter"
"sub_f30kh5840acuhg","d8775e3b-8f57-423c-9149-7fca8cfb65ce","cus_kbhb7s9tj1gm25","price_pro_monthly","pro",20240403,"2024-04","TaskFlow Pro","month","25.0000000000000000","25.0000000000000000","active","2024-04-03 19:15:40+01","2024-04-17 12:30:33+01","2024-04-03 14:44:16+01","2025-06-30 20:24:40+01","",1,"","",795,"referral","Organic","","NG","pro"
"sub_gkikr2omrde51k","6da4ded4-e593-40d1-947a-b058ec912797","cus_n9rr7s20cv3tlc","price_pro_monthly","pro",20250213,"2025-02","TaskFlow Pro","month","25.0000000000000000","25.0000000000000000","active","2025-02-13 06:29:20+01","2025-02-27 22:07:22+01","2025-02-13 15:20:15+01","2025-06-30 22:27:07+01","",1,"","",479,"linkedin_ads","Paid",1,"ZA","pro"
"sub_z1r2roiks62c1j","280d69e6-d8b2-4359-b870-c3682aa30b59","cus_b5m9j98cwn2y8f","price_pro_monthly","pro",20240816,"2024-08","TaskFlow Pro","month","25.0000000000000000","25.0000000000000000","active","2024-08-16 09:58:03+01","2024-08-30 09:31:46+01","2024-08-16 11:26:25+01","2025-06-30 15:27:25+01","",1,"","",660,"organic_search","Organic","","GB","pro"
"sub_wbqh5t2d8vet8a","4420029c-98ac-444c-9ba4-2120017a6d9e","cus_nuvy8n1utoxie0","price_pro_annual","pro",20240812,"2024-08","TaskFlow Pro","year","250.0000000000000000","20.8333333333333333","active","2024-08-12 12:49:49+01","2024-08-26 18:04:41+01","2024-08-12 13:05:49+01","2025-06-30 23:21:58+01","",1,"","",664,"google_ads","Paid",1,"NG","pro"
"sub_ht94ozkfnotia4","c4bbf0ee-8682-497b-83f8-f4226d806187","cus_9k6re4q6qdy4lm","price_starter_annual","starter",20250412,"2025-04","TaskFlow Starter","year","90.0000000000000000","7.5000000000000000","active","2025-04-12 02:10:18+01","2025-04-26 10:01:14+01","2025-04-12 17:06:32+01","2025-06-30 13:50:31+01","",1,"","",421,"organic_search","Organic","","NG","starter"
"sub_yb03no355csz0a","92ed1a9a-9870-4f1e-b072-31d43ac50600","cus_w2sehe2atn2twd","price_pro_monthly","pro",20240529,"2024-05","TaskFlow Pro","month","25.0000000000000000","25.0000000000000000","active","2024-05-28 04:47:37+01","2024-06-11 13:12:53+01","2024-05-29 00:53:34+01","2025-06-30 20:58:09+01","",1,"","",739,"referral","Organic","","ZA","pro"
"sub_llsajhjxqkd8ur","3a1f2b87-7ae1-4a22-8092-ec54cda2ee92","cus_c9xqym52xg8p6b","price_pro_monthly","pro",20250102,"2025-01","TaskFlow Pro","month","25.0000000000000000","25.0000000000000000","active","2025-01-02 16:46:25+01","2025-01-16 12:48:34+01","2025-01-02 23:34:32+01","2025-06-30 08:24:01+01","",1,"","",520,"organic_search","Organic","","GB","pro"
"sub_qua1qrdlfwduh7","ace72e09-e54f-4867-842f-0eaf02bc83c8","cus_764jwtektsg7fx","price_pro_monthly","pro",20240604,"2024-06","TaskFlow Pro","month","25.0000000000000000","25.0000000000000000","active","2024-06-04 16:33:46+01","2024-06-18 19:48:14+01","2024-06-04 19:15:05+01","2025-06-30 05:25:39+01","",1,"","",733,"google_ads","Paid",1,"GH","pro"
"sub_ro04byv5jhurr8","1d367865-a456-4d24-82be-3058dd0315d0","cus_81jhuwb6txki3o","price_business_annual","business",20240621,"2024-06","TaskFlow Business","year","790.0000000000000000","65.8333333333333333","canceled","2024-06-22 00:05:58+01","2024-07-05 04:27:44+01","2024-06-21 08:20:29+01","2024-07-21 23:30:32+01","2024-07-21 18:54:47+01","",1,"",30,"referral","Organic","","US","business"
"sub_easeh5e5rwsf5p","4fe6c0d1-f0e7-4cb5-9787-23e33a216ed2","cus_f5l9mo1sdieqfb","price_pro_annual","pro",20240131,"2024-01","TaskFlow Pro","year","250.0000000000000000","20.8333333333333333","active","2024-01-31 22:17:33+01","2024-02-14 11:39:56+01","2024-01-31 01:18:07+01","2025-06-30 14:18:46+01","",1,"","",858,"google_ads","Paid",1,"GB","pro"
"sub_xfshwzsjq77z4e","1be6b9d7-41c9-4d2f-a70d-903cc531acca","cus_ul1rsrla8s8hmb","price_starter_monthly","starter",20240802,"2024-08","TaskFlow Starter","month","9.0000000000000000","9.0000000000000000","active","2024-08-02 14:11:09+01","2024-08-16 16:04:00+01","2024-08-02 17:45:53+01","2025-06-30 16:00:20+01","",1,"","",674,"google_ads","Paid",1,"ZA","starter"
"sub_gytlcqfmuiw7j3","b1ee4131-79c8-4cf8-9e4d-d4c6c106620c","cus_p501nouhtcs1k9","price_pro_monthly","pro",20250307,"2025-03","TaskFlow Pro","month","25.0000000000000000","25.0000000000000000","active","2025-03-07 13:59:16+01","2025-03-21 18:34:41+01","2025-03-07 14:37:46+01","2025-06-30 10:23:39+01","",1,"","",457,"organic_search","Organic","","GB","pro"
"sub_cf0kjd2v1l1vj3","e929f4e0-bf69-4638-b350-50d92187fdfc","cus_71hssbelrqvslw","price_pro_monthly","pro",20240306,"2024-03","TaskFlow Pro","month","25.0000000000000000","25.0000000000000000","active","2024-03-06 01:50:14+01","2024-03-20 07:05:59+01","2024-03-06 20:42:58+01","2025-06-30 16:13:10+01","",1,"","",823,"product_hunt","Organic","","KE","pro"
"sub_ff5l6bspxlseun","a33a55fd-9e5a-422a-92b8-b06a1cea1dfd","cus_tzk3ny9v20yar8","price_starter_monthly","starter",20241111,"2024-11","TaskFlow Starter","month","9.0000000000000000","9.0000000000000000","active","2024-11-11 17:20:33+01","2024-11-25 03:56:38+01","2024-11-11 13:45:30+01","2025-06-30 12:19:53+01","",1,"","",573,"organic_search","Organic","","GH","starter"
"sub_884z4ur2yupman","8de864eb-fae2-49e5-a6a3-0f68296cd964","cus_1n3iuzgppohswq","price_pro_monthly","pro",20250104,"2025-01","TaskFlow Pro","month","25.0000000000000000","25.0000000000000000","active","2025-01-04 07:39:35+01","2025-01-18 07:24:23+01","2025-01-04 15:49:42+01","2025-06-30 12:46:27+01","",1,"","",519,"google_ads","Paid",1,"GB","pro"
"sub_0apsaldnj7vbjr","c682fd25-2104-4dd7-bbb9-d1d94de53690","cus_slg6mm1zxyvgiu","price_starter_annual","starter",20241227,"2024-12","TaskFlow Starter","year","90.0000000000000000","7.5000000000000000","active","2024-12-27 02:36:52+01","2025-01-10 01:55:45+01","2024-12-27 02:44:45+01","2025-06-30 09:17:40+01","",1,"","",527,"google_ads","Paid",1,"NG","starter"
"sub_9wrr513bb6f05e","d6ba0b13-1e90-4386-8365-06c53352660b","cus_ru7zkut6om1fb8","price_pro_monthly","pro",20240601,"2024-06","TaskFlow Pro","month","25.0000000000000000","25.0000000000000000","active","2024-06-01 21:45:03+01","2024-06-15 11:06:54+01","2024-06-01 14:53:54+01","2025-06-30 04:03:28+01","",1,"","",736,"referral","Organic","","US","pro"
"sub_9gwa44lz6v7s7o","8df4122d-f01b-4a32-be67-44a99402f5c2","cus_jujd0ib6iidlry","price_starter_monthly","starter",20240814,"2024-08","TaskFlow Starter","month","9.0000000000000000","9.0000000000000000","active","2024-08-14 17:09:46+01","2024-08-28 09:05:11+01","2024-08-14 22:42:03+01","2025-06-30 03:12:52+01","",1,"","",661,"organic_search","Organic","","CA","starter"
"sub_jhsg04ajmmuzuq","899f3301-1012-4f00-b6a9-ed48d83cf442","cus_rx1kkc1xi04b7p","price_pro_monthly","pro",20241008,"2024-10","TaskFlow Pro","month","25.0000000000000000","25.0000000000000000","active","2024-10-08 06:20:37+01","2024-10-22 21:01:49+01","2024-10-08 04:58:05+01","2025-06-30 06:46:05+01","",1,"","",607,"product_hunt","Organic","","NG","pro"
"sub_awq57ly7500lnk","11ec1245-5aaa-44af-8aa1-17b88994502c","cus_875aud9k9tr74q","price_pro_annual","pro",20240119,"2024-01","TaskFlow Pro","year","250.0000000000000000","20.8333333333333333","active","2024-01-19 07:17:56+01","2024-02-02 07:11:18+01","2024-01-19 09:08:36+01","2025-06-30 11:26:14+01","",1,"","",870,"product_hunt","Organic","","KE","pro"
"sub_pdmn1s3yg8vfu9","c2c2d2f0-6690-4940-897a-d5686d41a4fc","cus_2u1g463sdygfli","price_starter_monthly","starter",20240618,"2024-06","TaskFlow Starter","month","9.0000000000000000","9.0000000000000000","canceled","2024-06-18 17:35:53+01","2024-07-03 00:50:17+01","2024-06-18 14:22:41+01","2024-12-15 22:50:18+01","2024-12-15 07:21:44+01","",1,"",179,"google_ads","Paid",1,"GB","starter"
"sub_1jqbexgfvnnvbz","9796f456-325e-44e9-a0b0-7d53e6ba2476","cus_axycelos6zle6k","price_starter_annual","starter",20240816,"2024-08","TaskFlow Starter","year","90.0000000000000000","7.5000000000000000","active","2024-08-16 16:21:21+01","2024-08-30 21:57:06+01","2024-08-16 21:22:55+01","2025-06-30 01:10:26+01","",1,"","",659,"referral","Organic","","IN","starter"
"sub_mft1pwvz0ri0vr","badcf06b-7c3b-454c-a7b4-c4d8f5f69b63","cus_z61231yv2stn7e","price_business_annual","business",20240309,"2024-03","TaskFlow Business","year","790.0000000000000000","65.8333333333333333","active","2024-03-09 17:06:26+01","2024-03-23 14:49:17+01","2024-03-09 13:19:02+01","2025-06-30 08:48:59+01","",1,"","",820,"linkedin_ads","Paid",1,"GB","business"
"sub_obs7587h91el88","608c8c77-b5bf-46ac-ac4c-b5a079fc28dc","cus_ehuds3qsqcq30o","price_starter_monthly","starter",20240413,"2024-04","TaskFlow Starter","month","9.0000000000000000","9.0000000000000000","active","2024-04-13 15:25:10+01","2024-04-27 15:00:42+01","2024-04-13 10:50:49+01","2025-06-30 05:51:22+01","",1,"","",785,"organic_search","Organic","","NG","starter"
"sub_5kcihdiy4nrmqy","fcb28c0a-025a-4f3e-9dd9-95a2d9ba6b36","cus_c69qkgex08n6q7","price_pro_annual","pro",20241023,"2024-10","TaskFlow Pro","year","250.0000000000000000","20.8333333333333333","active","2024-10-23 15:45:15+01","2024-11-06 04:24:08+01","2024-10-23 23:13:58+01","2025-06-30 16:42:24+01","",1,"","",591,"google_ads","Paid",1,"GB","pro"
"sub_7olky5vtmy8a5g","baff0e8e-b04a-4b1b-bab8-eccb3f644fa0","cus_e9oe9419qzpniq","price_starter_monthly","starter",20241215,"2024-12","TaskFlow Starter","month","9.0000000000000000","9.0000000000000000","active","2024-12-15 01:39:38+01","2024-12-29 13:58:04+01","2024-12-15 08:23:23+01","2025-06-30 11:32:52+01","",1,"","",539,"product_hunt","Organic","","ZA","starter"
"sub_eghpmxpkn3b8pf","b6805c6e-23a9-4c79-87e5-9d15d5b7b18c","cus_w76icvqy5ibpt1","price_starter_monthly","starter",20250424,"2025-04","TaskFlow Starter","month","9.0000000000000000","9.0000000000000000","active","2025-04-24 03:22:43+01","2025-05-09 00:06:41+01","2025-04-24 22:33:53+01","2025-06-30 04:29:51+01","",1,"","",408,"referral","Organic","","CA","starter"
"sub_2alunqr8o1kjwv","12f93db1-cee7-409f-af8b-c0fd7e89db3c","cus_13i59sojuv0gyu","price_pro_monthly","pro",20240528,"2024-05","TaskFlow Pro","month","25.0000000000000000","25.0000000000000000","active","2024-05-28 18:23:07+01","2024-06-11 06:27:34+01","2024-05-28 15:32:23+01","2025-06-30 16:45:21+01","",1,"","",740,"google_ads","Paid",1,"ZA","pro"
"sub_5ca8zjsw5pqb5q","ca9e1285-e8ff-45a0-88b7-1aa7f49c5f4d","cus_okgtii4fqcootn","price_pro_monthly","pro",20250427,"2025-04","TaskFlow Pro","month","25.0000000000000000","25.0000000000000000","active","2025-04-27 14:21:43+01","2025-05-11 10:49:52+01","2025-04-27 02:56:38+01","2025-06-30 22:23:16+01","",1,"","",406,"organic_search","Organic","","KE","pro"
"sub_jkpqkbe0togtef","726437c2-ba82-4a46-a3a0-ea623b9d0c40","cus_3bnvbc2vyhh6k6","price_starter_annual","starter",20241127,"2024-11","TaskFlow Starter","year","90.0000000000000000","7.5000000000000000","active","2024-11-27 23:39:15+01","2024-12-12 00:52:33+01","2024-11-27 16:27:57+01","2025-06-30 09:22:29+01","",1,"","",557,"google_ads","Paid",1,"GB","starter"
"sub_blbv03ds0mwkog","d62c38c5-ea95-4be8-911b-4505674b53dc","cus_zoilkqxlm5q201","price_pro_monthly","pro",20250115,"2025-01","TaskFlow Pro","month","25.0000000000000000","25.0000000000000000","active","2025-01-14 03:53:58+01","2025-01-28 14:07:50+01","2025-01-15 00:16:46+01","2025-06-30 21:47:56+01","",1,"","",508,"google_ads","Paid",1,"BR","pro"
"sub_jks4i2nr1p02jy","f1e8404b-ef40-45c5-a05b-962140869124","cus_atvzkhiuit7m1r","price_business_annual","business",20240708,"2024-07","TaskFlow Business","year","790.0000000000000000","65.8333333333333333","active","2024-07-08 09:00:26+01","2024-07-22 07:01:50+01","2024-07-08 20:25:58+01","2025-06-30 06:43:18+01","",1,"","",699,"google_ads","Paid",1,"NG","business"
"sub_ejv9lhalckz3vw","3087dcbe-81a4-4aca-a513-6cec2f9a99fe","cus_r7txcb48y1o4iz","price_starter_monthly","starter",20240908,"2024-09","TaskFlow Starter","month","9.0000000000000000","9.0000000000000000","canceled","2024-09-08 11:22:52+01","2024-09-22 15:09:29+01","2024-09-08 11:34:24+01","2025-06-05 16:59:35+01","2025-06-05 01:21:21+01","",1,"",269,"linkedin_ads","Paid",1,"US","starter"
"sub_rtgooxucr9c0tk","bed0ff42-9df3-41b5-a7a9-13c7f028451f","cus_rratatj9a3y36d","price_pro_monthly","pro",20240821,"2024-08","TaskFlow Pro","month","25.0000000000000000","25.0000000000000000","active","2024-08-21 20:37:10+01","2024-09-04 20:22:36+01","2024-08-21 11:28:43+01","2025-06-30 15:01:09+01","",1,"","",655,"linkedin_ads","Paid",1,"US","pro"
"sub_9a9uri7ev4dh9u","00ba9c06-8a1e-4ad7-a0d8-36beab957377","cus_c8qizk3c9xbonr","price_business_monthly","business",20240503,"2024-05","TaskFlow Business","month","79.0000000000000000","79.0000000000000000","canceled","2024-05-03 07:26:57+01","2024-05-17 20:17:20+01","2024-05-03 06:55:10+01","2024-11-30 00:25:35+01","2024-11-29 14:22:48+01","",1,"",210,"google_ads","Paid",1,"GB","business"
"sub_wxywwstio1k7f5","c2697055-06ec-4e52-b985-9a098d0c894c","cus_9967i6yuj7yktx","price_pro_monthly","pro",20240328,"2024-03","TaskFlow Pro","month","25.0000000000000000","25.0000000000000000","active","2024-03-28 15:41:11+01","2024-04-11 22:58:06+01","2024-03-28 13:18:00+01","2025-06-30 18:53:21+01","",1,"","",801,"google_ads","Paid",1,"DE","pro"
"sub_x9owwew9v08liu","e85cc268-2541-421f-b3e6-2eba8f398d25","cus_37kuu4ytn02yc0","price_starter_monthly","starter",20240610,"2024-06","TaskFlow Starter","month","9.0000000000000000","9.0000000000000000","active","2024-06-10 20:56:50+01","2024-06-24 21:24:35+01","2024-06-10 16:43:05+01","2025-06-30 12:01:47+01","",1,"","",727,"google_ads","Paid",1,"NG","starter"
"sub_g6q0iqzhecbuqy","bf4b5e1c-0d83-47e0-a69c-737d0660468e","cus_v8lw2qitngvn1k","price_pro_monthly","pro",20240811,"2024-08","TaskFlow Pro","month","25.0000000000000000","25.0000000000000000","active","2024-08-11 21:07:51+01","2024-08-25 20:53:21+01","2024-08-11 15:15:50+01","2025-06-30 06:29:32+01","",1,"","",665,"google_ads","Paid",1,"NG","pro"
"sub_6izc0yosqn285t","96551369-a432-405b-abf9-57c063114a14","cus_ldalmjegqtoamd","price_pro_monthly","pro",20240212,"2024-02","TaskFlow Pro","month","25.0000000000000000","25.0000000000000000","canceled","2024-02-13 00:03:18+01","2024-02-26 13:53:52+01","2024-02-12 23:49:38+01","2024-09-09 21:34:45+01","2024-09-09 01:28:30+01","",1,"",209,"google_ads","Paid",1,"KE","pro"
"sub_bo7wp2d41u2znx","18f6db41-7ad5-446b-b4d6-e93ea1ea0cbf","cus_69ugnekrcpprcj","price_starter_monthly","starter",20250318,"2025-03","TaskFlow Starter","month","9.0000000000000000","9.0000000000000000","active","2025-03-18 04:21:41+01","2025-04-01 23:04:29+01","2025-03-18 05:58:15+01","2025-06-30 16:13:16+01","",1,"","",446,"linkedin_ads","Paid",1,"GH","starter"
"sub_rijkq2zuv1fkhn","bd105e27-18a1-4177-9d00-8fba74e9b637","cus_8lw2lm349el8hl","price_starter_monthly","starter",20240910,"2024-09","TaskFlow Starter","month","9.0000000000000000","9.0000000000000000","active","2024-09-10 19:40:19+01","2024-09-24 16:45:28+01","2024-09-10 12:45:18+01","2025-06-30 10:45:10+01","",1,"","",635,"organic_search","Organic","","NG","starter"
"sub_f2ev4ji4ufans5","7871c17e-5381-448d-83dc-e6e992a366b2","cus_lk2n7h9g1a07h2","price_business_monthly","business",20240529,"2024-05","TaskFlow Business","month","79.0000000000000000","79.0000000000000000","active","2024-05-29 12:41:09+01","2024-06-12 19:54:32+01","2024-05-29 17:25:30+01","2025-06-30 20:57:10+01","",1,"","",739,"organic_search","Organic","","US","business"
"sub_n5rgsg6a8mlik2","6fec25ce-e945-42cf-80e6-b3116ceca4ae","cus_ixz2c9ros7yt2m","price_pro_monthly","pro",20250310,"2025-03","TaskFlow Pro","month","25.0000000000000000","25.0000000000000000","active","2025-03-10 19:58:40+01","2025-03-24 01:53:47+01","2025-03-10 04:41:12+01","2025-06-30 12:31:29+01","",1,"","",454,"referral","Organic","","KE","pro"
"sub_2sihxodlctt058","929a0be7-fc85-49c2-81e0-013550a1b0fb","cus_xb9yo18pajssuu","price_pro_monthly","pro",20250413,"2025-04","TaskFlow Pro","month","25.0000000000000000","25.0000000000000000","active","2025-04-13 09:51:47+01","2025-04-27 06:44:59+01","2025-04-13 02:28:36+01","2025-06-30 17:15:15+01","",1,"","",420,"google_ads","Paid",1,"CA","pro"
"sub_iyqbvtdg3c6sci","2cb8b6b5-82bd-4062-a089-ef927938c749","cus_ado8e7flqhrrpz","price_pro_monthly","pro",20240825,"2024-08","TaskFlow Pro","month","25.0000000000000000","25.0000000000000000","active","2024-08-25 18:56:50+01","2024-09-08 02:20:50+01","2024-08-25 19:48:37+01","2025-06-30 16:29:06+01","",1,"","",651,"referral","Organic","","US","pro"
"sub_hedhthruu5e51h","f7102b3c-2a36-4241-b937-216f8b0e9ff1","cus_yf9igfu8iogxpb","price_business_monthly","business",20240123,"2024-01","TaskFlow Business","month","79.0000000000000000","79.0000000000000000","active","2024-01-23 14:38:17+01","2024-02-06 16:40:11+01","2024-01-23 21:39:48+01","2025-06-30 15:00:16+01","",1,"","",865,"referral","Organic","","NG","business"
"sub_rkxjtmyswe1ga6","ac0a5491-1fee-4445-9069-e30842ba07b1","cus_u2tnheyr8lnoem","price_pro_monthly","pro",20240818,"2024-08","TaskFlow Pro","month","25.0000000000000000","25.0000000000000000","canceled","2024-08-18 04:59:55+01","2024-09-01 15:21:40+01","2024-08-18 17:30:31+01","2024-10-17 06:11:04+01","2024-10-17 14:43:19+01","",1,"",59,"organic_search","Organic","","KE","pro"
"sub_3gdilk1qy7hylg","ea0df53d-4a19-4899-967a-bdd9a7fec944","cus_ylienfnvuprt77","price_business_monthly","business",20250220,"2025-02","TaskFlow Business","month","79.0000000000000000","79.0000000000000000","active","2025-02-20 06:20:33+01","2025-03-06 16:41:38+01","2025-02-20 13:50:10+01","2025-06-30 06:39:42+01","",1,"","",472,"organic_search","Organic","","DE","business"
"sub_2j7q4kfmm0qpop","862d62bc-3fee-495e-aa1d-0d484ef6b32d","cus_58rhnuxorzpgu2","price_business_monthly","business",20240907,"2024-09","TaskFlow Business","month","79.0000000000000000","79.0000000000000000","active","2024-09-07 05:29:49+01","2024-09-21 09:01:52+01","2024-09-07 13:03:26+01","2025-06-30 12:41:51+01","",1,"","",638,"google_ads","Paid",1,"NG","business"
"sub_hzknl2luhhs4di","69c7de0e-77d6-4df4-9730-ee039cdae880","cus_1rsujt9t11php0","price_pro_monthly","pro",20240520,"2024-05","TaskFlow Pro","month","25.0000000000000000","25.0000000000000000","active","2024-05-20 02:49:42+01","2024-06-03 13:44:58+01","2024-05-20 11:46:30+01","2025-07-01 00:37:30+01","",1,"","",748,"google_ads","Paid",1,"GH","pro"
"sub_i9vccmtpkq5c90","64c8f2c9-3223-4fe8-833e-c5224a617291","cus_d5e3h0y4vpw232","price_starter_monthly","starter",20240601,"2024-06","TaskFlow Starter","month","9.0000000000000000","9.0000000000000000","active","2024-06-01 07:35:05+01","2024-06-15 15:15:20+01","2024-06-01 05:55:09+01","2025-06-30 19:19:36+01","",1,"","",736,"referral","Organic","","NG","starter"
"sub_1jtka1c2zl46q5","b271b998-0f20-4f80-af0b-2956bc07b347","cus_u8s63e1ocjxzef","price_business_monthly","business",20240523,"2024-05","TaskFlow Business","month","79.0000000000000000","79.0000000000000000","active","2024-05-23 11:12:43+01","2024-06-06 23:16:16+01","2024-05-23 06:20:29+01","2025-06-30 08:29:23+01","",1,"","",745,"organic_search","Organic","","NG","business"
"sub_7fxp323c9nu985","81e5f83a-4a74-40e8-a605-c553c6efd4b3","cus_wnc21o0z5qru54","price_starter_monthly","starter",20250124,"2025-01","TaskFlow Starter","month","9.0000000000000000","9.0000000000000000","active","2025-01-24 11:40:04+01","2025-02-08 00:04:36+01","2025-01-24 11:50:34+01","2025-06-30 16:18:36+01","",1,"","",499,"referral","Organic","","KE","starter"
"sub_uefs4uqxgcy3q6","3fdb1bfd-5fb9-4adc-bccf-65a225619dc8","cus_o83rlkte4261bw","price_business_annual","business",20240823,"2024-08","TaskFlow Business","year","790.0000000000000000","65.8333333333333333","active","2024-08-22 21:36:21+01","2024-09-05 15:33:49+01","2024-08-23 00:09:41+01","2025-06-30 11:04:11+01","",1,"","",653,"organic_search","Organic","","US","business"
"sub_3paua3aipjiylq","93c580ac-7e27-484d-ac38-436fec63ee47","cus_hyexf7jxjn6fok","price_starter_monthly","starter",20250420,"2025-04","TaskFlow Starter","month","9.0000000000000000","9.0000000000000000","active","2025-04-20 23:55:36+01","2025-05-04 05:12:49+01","2025-04-20 22:12:49+01","2025-06-30 19:59:22+01","",1,"","",412,"referral","Organic","","GB","starter"
"sub_ldt8bemc57xhf9","60ff5abd-7da5-4ab2-bb1b-2c2778299464","cus_eiyaz39pecn0dl","price_starter_annual","starter",20240807,"2024-08","TaskFlow Starter","year","90.0000000000000000","7.5000000000000000","active","2024-08-07 01:08:56+01","2024-08-21 15:07:53+01","2024-08-07 08:59:58+01","2025-06-30 07:49:22+01","",1,"","",669,"organic_search","Organic","","US","starter"
"sub_a54hbph1ve8sus","fc6c2e89-eed5-4057-ac46-b1ca0a33457f","cus_cuvfmh07wph6fe","price_pro_monthly","pro",20250131,"2025-01","TaskFlow Pro","month","25.0000000000000000","25.0000000000000000","active","2025-01-31 20:22:47+01","2025-02-14 11:26:12+01","2025-01-31 06:48:13+01","2025-06-30 04:31:47+01","",1,"","",492,"referral","Organic","","ZA","pro"
"sub_dsrs8anp8dmlc8","6c388762-0c3f-494a-88b3-e215bade85c4","cus_vzk7a45hvgox22","price_starter_annual","starter",20240807,"2024-08","TaskFlow Starter","year","90.0000000000000000","7.5000000000000000","canceled","2024-08-07 16:01:17+01","2024-08-22 00:41:57+01","2024-08-07 21:19:14+01","2025-05-04 23:05:41+01","2025-05-04 21:51:24+01","",1,"",270,"google_ads","Paid",1,"NG","starter"
"sub_fiuefz1c25xnof","2db45d77-a364-4c33-84a8-80a6ebbff3b1","cus_amln4ptgq9cvah","price_starter_monthly","starter",20240227,"2024-02","TaskFlow Starter","month","9.0000000000000000","9.0000000000000000","active","2024-02-27 22:11:23+01","2024-03-12 04:50:10+01","2024-02-27 06:11:59+01","2025-06-30 17:09:47+01","",1,"","",831,"google_ads","Paid",1,"US","starter"
"sub_hon4wbabq0fot1","5f90c6d9-95c6-438d-b1a8-95f09342bad9","cus_zctwjlsh3tow4y","price_pro_annual","pro",20240723,"2024-07","TaskFlow Pro","year","250.0000000000000000","20.8333333333333333","active","2024-07-22 12:57:14+01","2024-08-05 03:26:04+01","2024-07-23 00:33:10+01","2025-06-30 06:06:00+01","",1,"","",684,"organic_search","Organic","","US","pro"
"sub_r94tevwlq6exnw","56758a1e-db52-40b8-b940-e8a6a7404376","cus_ewbxxgaearms3j","price_starter_annual","starter",20240811,"2024-08","TaskFlow Starter","year","90.0000000000000000","7.5000000000000000","canceled","2024-08-11 08:32:08+01","2024-08-25 05:14:42+01","2024-08-11 23:06:30+01","2025-03-09 16:47:53+01","2025-03-09 19:12:08+01","",1,"",209,"organic_search","Organic","","DE","starter"
"sub_do5digxl9ysu51","47a8b860-a191-4082-aa30-65855d930835","cus_mpsj9wrsb4gf16","price_starter_annual","starter",20250203,"2025-02","TaskFlow Starter","year","90.0000000000000000","7.5000000000000000","active","2025-02-03 19:47:59+01","2025-02-17 02:47:57+01","2025-02-03 05:20:27+01","2025-06-30 12:42:09+01","",1,"","",489,"referral","Organic","","US","starter"
"sub_w29aw4ioar4g58","401c7c37-cb4a-4776-9952-9b593cbf9688","cus_qnf74t60plozjc","price_business_monthly","business",20240426,"2024-04","TaskFlow Business","month","79.0000000000000000","79.0000000000000000","canceled","2024-04-27 00:17:41+01","2024-05-10 17:59:21+01","2024-04-26 13:28:13+01","2024-05-26 15:39:16+01","2024-05-26 18:28:07+01","",1,"",30,"organic_search","Organic","","NG","business"
"sub_6j3rtxymscnx8e","5de01c01-4872-4fc2-b79c-72257b7476ec","cus_8cqk4ltahukwqv","price_business_monthly","business",20241210,"2024-12","TaskFlow Business","month","79.0000000000000000","79.0000000000000000","active","2024-12-10 23:18:08+01","2024-12-24 12:19:28+01","2024-12-10 08:29:53+01","2025-06-30 04:07:35+01","",1,"","",544,"product_hunt","Organic","","NG","business"
