response_id,submitted_at,hidden.user_id,hidden.plan,hidden.country,question.nps_score,question.reason,question.feature_request
620d6459-2f2,2024-06-01T03:58:28Z,badcf06b-7c3b-454c-a7b4-c4d8f5f69b63,business,GB,10,Best tool for my team,Mobile app improvements
1ba851e8-a08,2024-09-01T21:47:54Z,badcf06b-7c3b-454c-a7b4-c4d8f5f69b63,business,GB,8,Good but missing a few features,Better reporting
057f0dc4-9fa,2024-12-01T01:48:21Z,badcf06b-7c3b-454c-a7b4-c4d8f5f69b63,business,GB,9,"Clean UI, nothing bloated",Mobile app improvements
d52419d4-4df,2025-03-01T05:44:32Z,badcf06b-7c3b-454c-a7b4-c4d8f5f69b63,business,GB,9,Saves me hours every week,Bulk actions
edd15aca-6d4,2025-06-01T16:52:25Z,badcf06b-7c3b-454c-a7b4-c4d8f5f69b63,business,GB,10,Great value,
5c836005-e58,2024-06-01T09:50:17Z,608c8c77-b5bf-46ac-ac4c-b5a079fc28dc,starter,NG,10,"Clean UI, nothing bloated",Mobile app improvements
b7490961-1eb,2024-09-01T06:17:21Z,608c8c77-b5bf-46ac-ac4c-b5a079fc28dc,starter,NG,9,Love the kanban board,
e30fd6bf-b02,2024-12-01T10:56:00Z,608c8c77-b5bf-46ac-ac4c-b5a079fc28dc,starter,NG,6,Support was slow,
3a629e94-c85,2025-03-01T08:38:46Z,608c8c77-b5bf-46ac-ac4c-b5a079fc28dc,starter,NG,10,Great value,Better reporting
b7937173-e03,2025-06-01T14:39:35Z,608c8c77-b5bf-46ac-ac4c-b5a079fc28dc,starter,NG,10,Best tool for my team,More integrations
49c1df98-634,2024-12-01T14:25:43Z,fcb28c0a-025a-4f3e-9dd9-95a2d9ba6b36,pro,GB,8,Works well enough,Mobile app improvements
6bbff1fc-387,2025-03-01T04:07:43Z,fcb28c0a-025a-4f3e-9dd9-95a2d9ba6b36,pro,GB,3,Support was slow,Better reporting
7f1abf70-abf,2025-06-01T17:05:13Z,fcb28c0a-025a-4f3e-9dd9-95a2d9ba6b36,pro,GB,7,Decent price,Bulk actions
6aa9ab01-188,2024-12-01T06:01:12Z,baff0e8e-b04a-4b1b-bab8-eccb3f644fa0,starter,ZA,10,Best tool for my team,Bulk actions
d8c77828-108,2025-03-01T11:11:16Z,baff0e8e-b04a-4b1b-bab8-eccb3f644fa0,starter,ZA,10,Saves me hours every week,Bulk actions
486dbae0-785,2025-06-01T07:45:39Z,baff0e8e-b04a-4b1b-bab8-eccb3f644fa0,starter,ZA,9,"Clean UI, nothing bloated",
421e0afb-fe0,2025-06-01T04:09:41Z,b6805c6e-23a9-4c79-87e5-9d15d5b7b18c,starter,CA,5,Confusing onboarding,API docs
0b64695c-1e3,2024-06-01T22:57:10Z,12f93db1-cee7-409f-af8b-c0fd7e89db3c,pro,ZA,8,Decent price,More integrations
ed5aa021-974,2024-09-01T20:16:18Z,12f93db1-cee7-409f-af8b-c0fd7e89db3c,pro,ZA,1,Too expensive for what it offers,Better reporting
3463f805-e24,2024-12-01T17:50:13Z,12f93db1-cee7-409f-af8b-c0fd7e89db3c,pro,ZA,5,Too expensive for what it offers,Bulk actions
9715b745-a91,2025-03-01T14:20:24Z,12f93db1-cee7-409f-af8b-c0fd7e89db3c,pro,ZA,10,Great value,Better reporting
ee2e6503-558,2025-06-01T11:00:06Z,12f93db1-cee7-409f-af8b-c0fd7e89db3c,pro,ZA,8,Decent price,API docs
2dce4e6e-f03,2025-06-01T11:56:23Z,ca9e1285-e8ff-45a0-88b7-1aa7f49c5f4d,pro,KE,7,Some bugs occasionally,More integrations
c1eeb296-ffa,2024-12-01T02:14:47Z,726437c2-ba82-4a46-a3a0-ea623b9d0c40,starter,GB,10,Great value,API docs
e81b170d-453,2025-03-01T18:22:44Z,726437c2-ba82-4a46-a3a0-ea623b9d0c40,starter,GB,9,Great value,Bulk actions
95bbbe2f-b79,2025-06-01T09:46:16Z,726437c2-ba82-4a46-a3a0-ea623b9d0c40,starter,GB,6,Too expensive for what it offers,Bulk actions
b26af1d9-68c,2025-03-01T09:12:08Z,d62c38c5-ea95-4be8-911b-4505674b53dc,pro,BR,10,Great value,More integrations
ccad9b15-b6d,2025-06-01T09:02:23Z,d62c38c5-ea95-4be8-911b-4505674b53dc,pro,BR,9,Super easy to use,Bulk actions
207a3e09-cf0,2024-09-01T02:44:31Z,f1e8404b-ef40-45c5-a05b-962140869124,business,NG,0,Keeps crashing on mobile,More integrations
314eb422-718,2024-12-01T05:47:18Z,f1e8404b-ef40-45c5-a05b-962140869124,business,NG,8,Good but missing a few features,More integrations
730bb938-c64,2025-03-01T07:36:25Z,f1e8404b-ef40-45c5-a05b-962140869124,business,NG,8,Works well enough,Mobile app improvements
316cf1c1-a85,2025-06-01T17:03:55Z,f1e8404b-ef40-45c5-a05b-962140869124,business,NG,8,Decent price,Mobile app improvements
c574eff6-1d0,2024-09-01T12:21:29Z,3087dcbe-81a4-4aca-a513-6cec2f9a99fe,starter,US,7,Decent price,
c32f03f2-e50,2024-12-01T07:34:56Z,3087dcbe-81a4-4aca-a513-6cec2f9a99fe,starter,US,10,Love the kanban board,
efd98e46-9f5,2025-03-01T19:01:24Z,3087dcbe-81a4-4aca-a513-6cec2f9a99fe,starter,US,4,Support was slow,Better reporting
d8e98f3d-dfa,2025-06-01T10:10:05Z,3087dcbe-81a4-4aca-a513-6cec2f9a99fe,starter,US,1,Support was slow,
868fc48a-3c2,2024-09-01T22:09:50Z,bed0ff42-9df3-41b5-a7a9-13c7f028451f,pro,US,9,Best tool for my team,More integrations
c521a84b-c96,2024-12-01T08:16:24Z,bed0ff42-9df3-41b5-a7a9-13c7f028451f,pro,US,10,Super easy to use,
714f950e-348,2025-03-01T14:52:35Z,bed0ff42-9df3-41b5-a7a9-13c7f028451f,pro,US,9,"Clean UI, nothing bloated",
11c42f89-4de,2025-06-01T01:48:45Z,bed0ff42-9df3-41b5-a7a9-13c7f028451f,pro,US,8,Works well enough,Better reporting
0676351e-df7,2024-06-01T23:56:39Z,00ba9c06-8a1e-4ad7-a0d8-36beab957377,business,GB,9,Best tool for my team,More integrations
49e3eb1e-fe2,2024-09-01T10:10:43Z,00ba9c06-8a1e-4ad7-a0d8-36beab957377,business,GB,10,Love the kanban board,More integrations
ecb2e715-f8f,2024-12-01T05:39:40Z,00ba9c06-8a1e-4ad7-a0d8-36beab957377,business,GB,10,Best tool for my team,
cdf67eb3-a96,2025-03-01T07:21:51Z,00ba9c06-8a1e-4ad7-a0d8-36beab957377,business,GB,9,"Clean UI, nothing bloated",Bulk actions
636e6a1c-864,2025-06-01T14:34:24Z,00ba9c06-8a1e-4ad7-a0d8-36beab957377,business,GB,6,Confusing onboarding,Bulk actions
2e751be7-256,2024-03-01T23:25:54Z,c2697055-06ec-4e52-b985-9a098d0c894c,pro,DE,10,Great value,Mobile app improvements
d42cebaf-3d6,2024-06-01T04:30:38Z,c2697055-06ec-4e52-b985-9a098d0c894c,pro,DE,5,Missing integrations I need,
6ba1c845-6b0,2024-09-01T07:36:31Z,c2697055-06ec-4e52-b985-9a098d0c894c,pro,DE,8,Decent price,Bulk actions
1ab00d87-29d,2024-12-01T15:56:46Z,c2697055-06ec-4e52-b985-9a098d0c894c,pro,DE,10,Saves me hours every week,Bulk actions
567df19b-31b,2025-03-01T06:03:29Z,c2697055-06ec-4e52-b985-9a098d0c894c,pro,DE,9,Saves me hours every week,Mobile app improvements
88ffe6b1-22e,2025-06-01T21:37:06Z,c2697055-06ec-4e52-b985-9a098d0c894c,pro,DE,6,Too expensive for what it offers,Better reporting
dfcce7bf-c28,2024-06-01T15:57:16Z,e85cc268-2541-421f-b3e6-2eba8f398d25,starter,NG,10,"Clean UI, nothing bloated",Bulk actions
9e47dc8c-796,2024-09-01T01:11:14Z,e85cc268-2541-421f-b3e6-2eba8f398d25,starter,NG,10,Saves me hours every week,Bulk actions
3f4371a3-08d,2024-12-01T13:56:00Z,e85cc268-2541-421f-b3e6-2eba8f398d25,starter,NG,8,Some bugs occasionally,Bulk actions
0885ebef-6f5,2025-03-01T16:50:03Z,e85cc268-2541-421f-b3e6-2eba8f398d25,starter,NG,1,Too expensive for what it offers,Better reporting
cdb06def-ca0,2025-06-01T10:11:18Z,e85cc268-2541-421f-b3e6-2eba8f398d25,starter,NG,10,"Clean UI, nothing bloated",Better reporting
f5de3d3e-495,2024-09-01T03:54:40Z,bf4b5e1c-0d83-47e0-a69c-737d0660468e,pro,NG,3,Too expensive for what it offers,
27f01ea6-ab7,2024-12-01T04:56:18Z,bf4b5e1c-0d83-47e0-a69c-737d0660468e,pro,NG,7,Decent price,Mobile app improvements
2e916bde-7c9,2025-03-01T04:38:18Z,bf4b5e1c-0d83-47e0-a69c-737d0660468e,pro,NG,8,Decent price,Bulk actions
6d340f11-5c1,2025-06-01T06:17:38Z,bf4b5e1c-0d83-47e0-a69c-737d0660468e,pro,NG,9,Super easy to use,More integrations
3bbc8c16-cfd,2024-03-01T07:17:20Z,96551369-a432-405b-abf9-57c063114a14,pro,KE,8,Some bugs occasionally,API docs
39662478-6b0,2024-06-01T20:41:58Z,96551369-a432-405b-abf9-57c063114a14,pro,KE,8,Good but missing a few features,Mobile app improvements
cbfd10ab-2d0,2024-09-01T13:54:42Z,96551369-a432-405b-abf9-57c063114a14,pro,KE,9,"Clean UI, nothing bloated",Bulk actions
5d24834a-7d8,2024-12-01T17:11:46Z,96551369-a432-405b-abf9-57c063114a14,pro,KE,9,Great value,Better reporting
593d302d-527,2025-03-01T03:45:02Z,96551369-a432-405b-abf9-57c063114a14,pro,KE,8,Decent price,Better reporting
73a784a6-749,2025-06-01T13:41:39Z,96551369-a432-405b-abf9-57c063114a14,pro,KE,1,Too expensive for what it offers,Mobile app improvements
b6a8c610-2c2,2025-03-01T21:52:03Z,18f6db41-7ad5-446b-b4d6-e93ea1ea0cbf,starter,GH,8,Works well enough,Bulk actions
0e397c5b-421,2025-06-01T18:04:44Z,18f6db41-7ad5-446b-b4d6-e93ea1ea0cbf,starter,GH,8,Good but missing a few features,
a7960da1-6b1,2024-09-01T08:53:40Z,bd105e27-18a1-4177-9d00-8fba74e9b637,starter,NG,8,Decent price,Bulk actions
cbccfdc9-474,2024-12-01T11:27:13Z,bd105e27-18a1-4177-9d00-8fba74e9b637,starter,NG,10,Super easy to use,Mobile app improvements
4ff9f76a-ec2,2025-03-01T19:42:28Z,bd105e27-18a1-4177-9d00-8fba74e9b637,starter,NG,6,Confusing onboarding,Better reporting
2768dce9-71f,2025-06-01T00:29:45Z,bd105e27-18a1-4177-9d00-8fba74e9b637,starter,NG,5,Missing integrations I need,API docs
60e630b5-341,2024-06-01T06:22:15Z,7871c17e-5381-448d-83dc-e6e992a366b2,business,US,10,Best tool for my team,Bulk actions
4f50d06a-b09,2024-09-01T20:33:18Z,7871c17e-5381-448d-83dc-e6e992a366b2,business,US,10,Saves me hours every week,Bulk actions
2f83aa9b-ae2,2024-12-01T16:14:49Z,7871c17e-5381-448d-83dc-e6e992a366b2,business,US,5,Support was slow,More integrations
ffbf1707-bd3,2025-03-01T22:42:09Z,7871c17e-5381-448d-83dc-e6e992a366b2,business,US,10,"Clean UI, nothing bloated",Better reporting
18d9349e-d7d,2025-06-01T15:12:57Z,7871c17e-5381-448d-83dc-e6e992a366b2,business,US,9,Saves me hours every week,More integrations
aec91784-005,2025-03-01T16:13:17Z,6fec25ce-e945-42cf-80e6-b3116ceca4ae,pro,KE,10,Love the kanban board,Better reporting
818516c4-e0a,2025-06-01T14:40:14Z,6fec25ce-e945-42cf-80e6-b3116ceca4ae,pro,KE,5,Confusing onboarding,Bulk actions
1c438337-87c,2025-06-01T18:19:04Z,929a0be7-fc85-49c2-81e0-013550a1b0fb,pro,CA,8,Some bugs occasionally,More integrations
7232c1c1-f27,2024-09-01T04:36:17Z,2cb8b6b5-82bd-4062-a089-ef927938c749,pro,US,9,Saves me hours every week,Bulk actions
6463db84-60f,2024-12-01T00:35:13Z,2cb8b6b5-82bd-4062-a089-ef927938c749,pro,US,7,Works well enough,Mobile app improvements
3a73b341-c59,2025-03-01T16:45:59Z,2cb8b6b5-82bd-4062-a089-ef927938c749,pro,US,10,Great value,
edb2048f-849,2025-06-01T01:08:41Z,2cb8b6b5-82bd-4062-a089-ef927938c749,pro,US,9,Super easy to use,More integrations
3b92b0ed-3f0,2024-03-01T11:51:00Z,f7102b3c-2a36-4241-b937-216f8b0e9ff1,business,NG,3,Missing integrations I need,Better reporting
f16c635a-13b,2024-06-01T15:12:47Z,f7102b3c-2a36-4241-b937-216f8b0e9ff1,business,NG,9,Great value,Better reporting
b83c8874-738,2024-09-01T16:06:21Z,f7102b3c-2a36-4241-b937-216f8b0e9ff1,business,NG,9,Love the kanban board,More integrations
aef90d1e-acb,2024-12-01T04:49:33Z,f7102b3c-2a36-4241-b937-216f8b0e9ff1,business,NG,10,Great value,Mobile app improvements
0a2c8127-fef,2025-03-01T00:56:34Z,f7102b3c-2a36-4241-b937-216f8b0e9ff1,business,NG,10,Saves me hours every week,API docs
1422ff23-828,2025-06-01T16:57:03Z,f7102b3c-2a36-4241-b937-216f8b0e9ff1,business,NG,9,Saves me hours every week,Better reporting
d887a44e-1f1,2024-09-01T07:43:27Z,ac0a5491-1fee-4445-9069-e30842ba07b1,pro,KE,0,Missing integrations I need,
1411270e-fed,2024-12-01T15:10:33Z,ac0a5491-1fee-4445-9069-e30842ba07b1,pro,KE,9,Saves me hours every week,More integrations
768acc3e-24c,2025-03-01T00:48:38Z,ac0a5491-1fee-4445-9069-e30842ba07b1,pro,KE,5,Confusing onboarding,API docs
454e8cd8-9b8,2025-06-01T04:31:31Z,ac0a5491-1fee-4445-9069-e30842ba07b1,pro,KE,10,Super easy to use,Bulk actions
2f374410-8ff,2025-03-01T22:41:27Z,ea0df53d-4a19-4899-967a-bdd9a7fec944,business,DE,8,Some bugs occasionally,
1fa1d028-945,2025-06-01T21:46:38Z,ea0df53d-4a19-4899-967a-bdd9a7fec944,business,DE,9,Love the kanban board,
a36a93e3-d53,2024-09-01T15:54:03Z,862d62bc-3fee-495e-aa1d-0d484ef6b32d,business,NG,6,Support was slow,Bulk actions
cc118c05-f23,2024-12-01T05:32:01Z,862d62bc-3fee-495e-aa1d-0d484ef6b32d,business,NG,10,Great value,API docs
08749ea2-a7f,2025-03-01T20:07:32Z,862d62bc-3fee-495e-aa1d-0d484ef6b32d,business,NG,9,"Clean UI, nothing bloated",Better reporting
817bc000-56b,2025-06-01T18:40:01Z,862d62bc-3fee-495e-aa1d-0d484ef6b32d,business,NG,9,Saves me hours every week,API docs
63d92cbf-762,2024-06-01T23:19:15Z,69c7de0e-77d6-4df4-9730-ee039cdae880,pro,GH,8,Some bugs occasionally,More integrations
25f4e390-1d3,2024-09-01T06:09:22Z,69c7de0e-77d6-4df4-9730-ee039cdae880,pro,GH,9,"Clean UI, nothing bloated",Better reporting
747e1ec4-4e2,2024-12-01T07:21:31Z,69c7de0e-77d6-4df4-9730-ee039cdae880,pro,GH,8,Decent price,Bulk actions
fb614a45-cf2,2025-03-01T10:16:49Z,69c7de0e-77d6-4df4-9730-ee039cdae880,pro,GH,1,Support was slow,More integrations
7e60f2db-5ff,2025-06-01T06:12:50Z,69c7de0e-77d6-4df4-9730-ee039cdae880,pro,GH,10,Great value,
3db53da4-73f,2024-06-01T02:03:22Z,64c8f2c9-3223-4fe8-833e-c5224a617291,starter,NG,8,Decent price,
c2b9d331-527,2024-09-01T03:47:25Z,64c8f2c9-3223-4fe8-833e-c5224a617291,starter,NG,10,Love the kanban board,Bulk actions
42fd8032-c26,2024-12-01T04:29:57Z,64c8f2c9-3223-4fe8-833e-c5224a617291,starter,NG,8,Some bugs occasionally,API docs
6f106225-467,2025-03-01T23:15:58Z,64c8f2c9-3223-4fe8-833e-c5224a617291,starter,NG,10,Super easy to use,Mobile app improvements
e5ba28f0-f89,2025-06-01T03:10:22Z,64c8f2c9-3223-4fe8-833e-c5224a617291,starter,NG,9,Super easy to use,
83517335-90f,2024-06-01T06:16:35Z,b271b998-0f20-4f80-af0b-2956bc07b347,business,NG,4,Too expensive for what it offers,API docs
4f73767d-4f6,2024-09-01T09:11:59Z,b271b998-0f20-4f80-af0b-2956bc07b347,business,NG,9,Best tool for my team,Better reporting
0888b2ab-c9e,2024-12-01T19:48:24Z,b271b998-0f20-4f80-af0b-2956bc07b347,business,NG,7,Good but missing a few features,More integrations
52207a5e-87a,2025-03-01T02:15:14Z,b271b998-0f20-4f80-af0b-2956bc07b347,business,NG,8,Some bugs occasionally,
bbbf5673-86e,2025-06-01T01:23:13Z,b271b998-0f20-4f80-af0b-2956bc07b347,business,NG,7,Decent price,Better reporting
0bb8a66f-42a,2025-03-01T17:15:13Z,81e5f83a-4a74-40e8-a605-c553c6efd4b3,starter,KE,4,Confusing onboarding,Mobile app improvements
29a64d16-c27,2025-06-01T06:59:21Z,81e5f83a-4a74-40e8-a605-c553c6efd4b3,starter,KE,6,Keeps crashing on mobile,Better reporting
72a07680-040,2024-09-01T22:07:36Z,3fdb1bfd-5fb9-4adc-bccf-65a225619dc8,business,US,3,Too expensive for what it offers,Mobile app improvements
67ebae6e-81e,2024-12-01T08:12:31Z,3fdb1bfd-5fb9-4adc-bccf-65a225619dc8,business,US,6,Keeps crashing on mobile,API docs
795a95bc-5e9,2025-03-01T22:51:39Z,3fdb1bfd-5fb9-4adc-bccf-65a225619dc8,business,US,8,Some bugs occasionally,Bulk actions
fe1f9387-0d9,2025-06-01T08:18:38Z,3fdb1bfd-5fb9-4adc-bccf-65a225619dc8,business,US,9,Love the kanban board,Bulk actions
e1404777-781,2025-06-01T14:43:42Z,93c580ac-7e27-484d-ac38-436fec63ee47,starter,GB,10,Saves me hours every week,Better reporting
a892d74a-7a8,2024-09-01T05:57:38Z,60ff5abd-7da5-4ab2-bb1b-2c2778299464,starter,US,9,Super easy to use,Mobile app improvements
3a3ca420-9c8,2024-12-01T09:54:30Z,60ff5abd-7da5-4ab2-bb1b-2c2778299464,starter,US,8,Works well enough,
57446ba2-c0e,2025-03-01T08:13:25Z,60ff5abd-7da5-4ab2-bb1b-2c2778299464,starter,US,9,Super easy to use,Bulk actions
0de882a8-e5a,2025-06-01T02:12:31Z,60ff5abd-7da5-4ab2-bb1b-2c2778299464,starter,US,9,Love the kanban board,Better reporting
ea1c0753-f16,2025-03-01T05:44:11Z,fc6c2e89-eed5-4057-ac46-b1ca0a33457f,pro,ZA,10,Saves me hours every week,Better reporting
4619e3a3-c83,2025-06-01T17:53:59Z,fc6c2e89-eed5-4057-ac46-b1ca0a33457f,pro,ZA,9,Super easy to use,More integrations
8a0463c1-4c1,2024-09-01T12:14:51Z,6c388762-0c3f-494a-88b3-e215bade85c4,starter,NG,9,Best tool for my team,API docs
f132be0e-5e3,2024-12-01T14:02:39Z,6c388762-0c3f-494a-88b3-e215bade85c4,starter,NG,10,Best tool for my team,API docs
442ba0d6-90d,2025-03-01T19:45:33Z,6c388762-0c3f-494a-88b3-e215bade85c4,starter,NG,10,"Clean UI, nothing bloated",Mobile app improvements
1adb9f8e-dfa,2025-06-01T14:05:38Z,6c388762-0c3f-494a-88b3-e215bade85c4,starter,NG,8,Some bugs occasionally,Bulk actions
0e582fa7-b51,2024-03-01T08:25:27Z,2db45d77-a364-4c33-84a8-80a6ebbff3b1,starter,US,9,Super easy to use,Better reporting
c41ac955-8a9,2024-06-01T21:54:06Z,2db45d77-a364-4c33-84a8-80a6ebbff3b1,starter,US,8,Works well enough,More integrations
77ca8f7c-c41,2024-09-01T21:08:59Z,2db45d77-a364-4c33-84a8-80a6ebbff3b1,starter,US,10,Super easy to use,Bulk actions
3e16aae0-088,2024-12-01T09:22:37Z,2db45d77-a364-4c33-84a8-80a6ebbff3b1,starter,US,10,"Clean UI, nothing bloated",Bulk actions
11b0298d-5ac,2025-03-01T02:47:58Z,2db45d77-a364-4c33-84a8-80a6ebbff3b1,starter,US,7,Good but missing a few features,Better reporting
400dd011-f75,2025-06-01T12:16:50Z,2db45d77-a364-4c33-84a8-80a6ebbff3b1,starter,US,9,Great value,Mobile app improvements
d728ddd7-0b0,2024-09-01T11:49:35Z,5f90c6d9-95c6-438d-b1a8-95f09342bad9,pro,US,7,Works well enough,Mobile app improvements
77c7fdd3-e3e,2024-12-01T10:57:53Z,5f90c6d9-95c6-438d-b1a8-95f09342bad9,pro,US,9,Love the kanban board,
f0dec0a5-672,2025-03-01T14:09:18Z,5f90c6d9-95c6-438d-b1a8-95f09342bad9,pro,US,3,Keeps crashing on mobile,API docs
ef487897-6bb,2025-06-01T01:49:47Z,5f90c6d9-95c6-438d-b1a8-95f09342bad9,pro,US,10,Saves me hours every week,Mobile app improvements
a7c77e31-6fe,2024-09-01T13:54:06Z,56758a1e-db52-40b8-b940-e8a6a7404376,starter,DE,9,Love the kanban board,Mobile app improvements
8215364b-016,2024-12-01T12:20:54Z,56758a1e-db52-40b8-b940-e8a6a7404376,starter,DE,9,Great value,
f29442e7-290,2025-03-01T15:01:14Z,56758a1e-db52-40b8-b940-e8a6a7404376,starter,DE,10,Super easy to use,More integrations
d3005615-4de,2025-06-01T21:06:12Z,56758a1e-db52-40b8-b940-e8a6a7404376,starter,DE,7,Good but missing a few features,Mobile app improvements
82bc4844-6df,2025-03-01T19:10:08Z,47a8b860-a191-4082-aa30-65855d930835,starter,US,10,Super easy to use,
07390f3e-4a6,2025-06-01T02:45:32Z,47a8b860-a191-4082-aa30-65855d930835,starter,US,8,Some bugs occasionally,
b0574686-ed5,2024-06-01T03:50:03Z,401c7c37-cb4a-4776-9952-9b593cbf9688,business,NG,8,Good but missing a few features,Better reporting
3d259569-881,2024-09-01T13:33:04Z,401c7c37-cb4a-4776-9952-9b593cbf9688,business,NG,9,Saves me hours every week,Bulk actions
b95290e4-f8b,2024-12-01T07:57:24Z,401c7c37-cb4a-4776-9952-9b593cbf9688,business,NG,10,"Clean UI, nothing bloated",API docs
1ac60389-f98,2025-03-01T07:48:55Z,401c7c37-cb4a-4776-9952-9b593cbf9688,business,NG,8,Good but missing a few features,API docs
47fcee90-9ed,2025-06-01T21:12:37Z,401c7c37-cb4a-4776-9952-9b593cbf9688,business,NG,5,Missing integrations I need,Bulk actions
58a4636f-ce5,2024-12-01T20:54:21Z,5de01c01-4872-4fc2-b79c-72257b7476ec,business,NG,10,"Clean UI, nothing bloated",Bulk actions
11c5f505-f94,2025-03-01T17:35:15Z,5de01c01-4872-4fc2-b79c-72257b7476ec,business,NG,9,Best tool for my team,Mobile app improvements
9a1f1e50-ab4,2025-06-01T11:28:10Z,5de01c01-4872-4fc2-b79c-72257b7476ec,business,NG,9,Great value,Mobile app improvements
c951c2e0-0bf,2025-03-01T16:47:10Z,6e7b7f03-652d-491a-a12e-d8b58b9c741e,pro,ZA,3,Too expensive for what it offers,Mobile app improvements
9ebece64-985,2025-06-01T22:34:44Z,6e7b7f03-652d-491a-a12e-d8b58b9c741e,pro,ZA,8,Some bugs occasionally,More integrations
1d180f54-d94,2024-03-01T08:01:39Z,cad2f92d-b30a-4445-885a-9a20888fb847,business,NG,9,Best tool for my team,Better reporting
1de887d1-19f,2024-06-01T21:28:48Z,cad2f92d-b30a-4445-885a-9a20888fb847,business,NG,10,Super easy to use,More integrations
2191612b-762,2024-09-01T17:14:02Z,cad2f92d-b30a-4445-885a-9a20888fb847,business,NG,7,Decent price,Bulk actions
2f793fe0-1e9,2024-12-01T12:04:46Z,cad2f92d-b30a-4445-885a-9a20888fb847,business,NG,8,Decent price,API docs
a32a0e6a-db5,2025-03-01T08:40:14Z,cad2f92d-b30a-4445-885a-9a20888fb847,business,NG,6,Keeps crashing on mobile,API docs
ebdcc1ec-cb2,2025-06-01T15:09:16Z,cad2f92d-b30a-4445-885a-9a20888fb847,business,NG,9,Saves me hours every week,Bulk actions
72609215-9d2,2024-09-01T06:12:43Z,b7b1d954-0905-4d47-9a44-723d2bc7a45c,starter,US,9,Love the kanban board,API docs
b8194c44-33c,2024-12-01T12:08:37Z,b7b1d954-0905-4d47-9a44-723d2bc7a45c,starter,US,7,Some bugs occasionally,Bulk actions
112bfbc7-a58,2025-03-01T05:51:08Z,b7b1d954-0905-4d47-9a44-723d2bc7a45c,starter,US,9,Saves me hours every week,Mobile app improvements
81f594d5-868,2025-06-01T05:58:09Z,b7b1d954-0905-4d47-9a44-723d2bc7a45c,starter,US,7,Some bugs occasionally,API docs
32626739-8f1,2024-12-01T01:17:11Z,bf69eb9c-3e97-4d69-b320-6f8d80c7edac,business,NG,8,Some bugs occasionally,
336f16f1-091,2025-03-01T22:37:47Z,bf69eb9c-3e97-4d69-b320-6f8d80c7edac,business,NG,10,"Clean UI, nothing bloated",Mobile app improvements
80f9e1c9-88f,2025-06-01T07:30:19Z,bf69eb9c-3e97-4d69-b320-6f8d80c7edac,business,NG,9,Saves me hours every week,Bulk actions
254f8f58-cea,2024-03-01T19:39:33Z,f6dc302b-06da-4725-ba3c-af2759ee95dd,starter,BR,9,Great value,
66d927c8-a9b,2024-06-01T15:59:18Z,f6dc302b-06da-4725-ba3c-af2759ee95dd,starter,BR,9,Love the kanban board,Bulk actions
030c2d76-286,2024-09-01T04:39:36Z,f6dc302b-06da-4725-ba3c-af2759ee95dd,starter,BR,7,Works well enough,Better reporting
023fc776-afc,2024-12-01T22:15:39Z,f6dc302b-06da-4725-ba3c-af2759ee95dd,starter,BR,9,Love the kanban board,Better reporting
45dcaecc-80e,2025-03-01T21:32:16Z,f6dc302b-06da-4725-ba3c-af2759ee95dd,starter,BR,9,Super easy to use,API docs
503feebd-b81,2025-06-01T16:02:52Z,f6dc302b-06da-4725-ba3c-af2759ee95dd,starter,BR,7,Works well enough,
c647bd50-9a1,2024-03-01T18:07:17Z,3f191382-6c48-4440-8996-dd363b459c10,business,US,6,Keeps crashing on mobile,Mobile app improvements
1f7073d6-b7b,2024-06-01T06:53:01Z,3f191382-6c48-4440-8996-dd363b459c10,business,US,7,Works well enough,Bulk actions
34152228-8b8,2024-09-01T04:30:10Z,3f191382-6c48-4440-8996-dd363b459c10,business,US,9,Saves me hours every week,Bulk actions
306b2123-6b0,2024-12-01T18:00:30Z,3f191382-6c48-4440-8996-dd363b459c10,business,US,10,Saves me hours every week,More integrations
b7742b23-a76,2025-03-01T14:13:07Z,3f191382-6c48-4440-8996-dd363b459c10,business,US,9,Saves me hours every week,Mobile app improvements
84259d75-5da,2025-06-01T19:58:23Z,3f191382-6c48-4440-8996-dd363b459c10,business,US,7,Works well enough,Mobile app improvements
38efc487-4e2,2024-09-01T19:35:59Z,74957c97-164c-426f-b132-657e0a5bd459,pro,ZA,10,Great value,Mobile app improvements
90ce8d58-599,2024-12-01T19:57:50Z,74957c97-164c-426f-b132-657e0a5bd459,pro,ZA,9,Saves me hours every week,Better reporting
6f41d242-f5f,2025-03-01T07:46:41Z,74957c97-164c-426f-b132-657e0a5bd459,pro,ZA,8,Decent price,API docs
3c4cd98e-30b,2025-06-01T19:09:17Z,74957c97-164c-426f-b132-657e0a5bd459,pro,ZA,10,Best tool for my team,Bulk actions
88f8acc7-9b4,2024-09-01T05:11:08Z,77770188-46d8-4e01-9a74-640a9c38282a,business,CA,3,Support was slow,More integrations
c2daf3ed-1d0,2024-12-01T20:06:40Z,77770188-46d8-4e01-9a74-640a9c38282a,business,CA,10,Love the kanban board,API docs
5794feaa-37c,2025-03-01T03:43:44Z,77770188-46d8-4e01-9a74-640a9c38282a,business,CA,10,Super easy to use,More integrations
48579d94-888,2025-06-01T06:53:17Z,77770188-46d8-4e01-9a74-640a9c38282a,business,CA,8,Decent price,More integrations
46d04929-5f3,2025-03-01T23:37:24Z,d4d53aa7-3a73-47b4-ac28-ae66d882c8ab,starter,ZA,10,Best tool for my team,API docs
